price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link,add,lat,lon,district
9990000,16.117095150624735,32.8,1,7,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316276020/,"Литовский бул., 3К2",55.617195,37.53561,район Ясенево
17700000,16.689075197544057,69.0,3,5,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314202387/,"Литовский бул., 3К2",55.617195,37.53561,район Ясенево
18700000,16.744034081824815,74.0,3,14,16,метро Ясенево,7 минут пешком,1,7,https://www.cian.ru/sale/flat/307844459/,"Литовский бул., 26",55.611465,37.539239,район Ясенево
9500000,16.06680235657077,32.4,1,6,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316813831/,"Новоясеневский просп., 19К4",55.605734,37.548779,район Ясенево
14400000,16.48273876454623,59.0,3,6,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316539938/,"Новоясеневский просп., 19К4",55.605734,37.548779,район Ясенево
19900000,16.80623028969472,71.2,3,2,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314630502/,"Новоясеневский просп., 19К4",55.605734,37.548779,район Ясенево
12500000,16.34123920227253,38.5,1,7,22,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316663950/,"Литовский бул., 13/12",55.610906,37.545105,район Ясенево
16400000,16.612791892794426,59.0,2,10,22,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316819248/,"Литовский бул., 13/12",55.610906,37.545105,район Ясенево
63500000,17.96655046386292,125.2,5,3,23,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/306037248/,"Новоясеневский просп., 9",55.608816,37.535412,район Ясенево
8500000,15.955576721460544,33.3,1,3,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316236615/,"Голубинская ул., 13К1",55.6019,37.517904,район Ясенево
10900000,16.204273347199372,44.1,2,7,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316342925/,"Голубинская ул., 13К1",55.6019,37.517904,район Ясенево
19985000,16.81049255012756,64.0,2,14,22,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316481274/,"Ясногорская ул., 21К1",55.599097,37.531217,район Ясенево
15000000,16.523560759066484,63.1,4,8,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/308856199/,"ул. Рокотова, 8К2",55.611084,37.549103,район Ясенево
19000000,16.759949537130716,82.0,3,8,17,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312867128/,"Новоясеневский просп., 12К1",55.609746,37.516781,район Ясенево
12400000,16.333207030575267,54.0,2,1,16,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/304029001/,"Новоясеневский просп., 12К1",55.609746,37.516781,район Ясенево
21000000,16.860032995687696,79.4,3,3,16,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312958936/,"Новоясеневский просп., 12К1",55.609746,37.516781,район Ясенево
19000000,16.759949537130716,67.7,3,3,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316645975/,"Литовский бул., 11К5",55.613961,37.544414,район Ясенево
11850000,16.287838425545413,44.4,2,7,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314801211/,"Литовский бул., 11К5",55.613961,37.544414,район Ясенево
29000000,17.182806387950748,77.3,3,22,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316596162/,"Вильнюсская ул., 6",55.604193,37.521327,район Ясенево
12550000,16.34523122354207,39.0,1,21,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/314239422/,"Вильнюсская ул., 6",55.604193,37.521327,район Ясенево
12450000,16.33723118087499,32.7,1,9,9,метро Ясенево,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/312474825/,"ул. Теплый Стан, 8",55.628312,37.4872,район Теплый Стан
13300000,16.40327459319198,50.7,3,9,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316501530/,"Голубинская ул., 3К1",55.608516,37.513772,район Ясенево
19000000,16.759949537130716,58.0,2,13,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316827209/,"Литовский бул., 1",55.613931,37.530768,район Ясенево
22800000,16.94227109392467,76.2,3,11,16,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316512690/,"Новоясеневский просп., 25/20",55.602505,37.555382,район Ясенево
16300000,16.60667566577699,58.0,2,4,22,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/312348856/,"Литовский бул., 5/10",55.613778,37.535763,район Ясенево
14500000,16.489659207390805,38.8,1,16,22,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/314529747/,"Литовский бул., 5/10",55.613778,37.535763,район Ясенево
18500000,16.733281290048552,77.1,3,2,17,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314917994/,"Новоясеневский просп., 38К1",55.60279,37.545069,район Ясенево
15500000,16.556350581889475,53.8,2,2,16,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/313289509/,"Новоясеневский просп., 38К1",55.60279,37.545069,район Ясенево
17200000,16.660419941783683,75.0,3,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/314636222/,"проезд Карамзина, 1К1",55.593365,37.535332,район Ясенево
9500000,16.06680235657077,32.9,1,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316555510/,"проезд Карамзина, 1К1",55.593365,37.535332,район Ясенево
11600000,16.266515656076592,44.4,2,2,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313904919/,"ул. Паустовского, 3",55.600954,37.541916,район Ясенево
15000000,16.523560759066484,51.1,3,4,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315938874/,"ул. Паустовского, 3",55.600954,37.541916,район Ясенево
17100000,16.654589021472887,57.6,2,5,22,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/314427411/,"Ясногорская ул., 17К2",55.60136,37.532726,район Ясенево
7990000,15.893701317742458,36.8,1,1,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315869983/,"ул. Инессы Арманд, 8/17",55.589773,37.544593,район Ясенево
15500000,16.556350581889475,72.1,4,1,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315872859/,"ул. Инессы Арманд, 8/17",55.589773,37.544593,район Ясенево
18700000,16.744034081824815,73.4,3,4,17,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315608083/,"ул. Инессы Арманд, 8/17",55.589773,37.544593,район Ясенево
13400000,16.41076526492114,53.9,2,11,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/309816475/,"ул. Инессы Арманд, 8/17",55.589773,37.544593,район Ясенево
14900000,16.51687177091569,60.3,3,5,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316341323/,"Новоясеневский просп., 21К3",55.605027,37.552885,район Ясенево
11970000,16.297914077534156,41.0,2,9,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316833757/,"Новоясеневский просп., 21К3",55.605027,37.552885,район Ясенево
12500000,16.34123920227253,45.9,2,1,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/306380207/,"Новоясеневский просп., 21К3",55.605027,37.552885,район Ясенево
15500000,16.556350581889475,59.0,3,4,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316618054/,"Новоясеневский просп., 32К3",55.602123,37.538161,район Ясенево
11250000,16.235878686614704,36.9,1,1,9,метро Ясенево,5 минут пешком,1,5,https://www.cian.ru/sale/flat/315505648/,"Новоясеневский просп., 32К3",55.602123,37.538161,район Ясенево
13200000,16.3957273875566,38.5,1,7,22,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316449903/,"Литовский бул., 9/7",55.612619,37.541144,район Ясенево
19200000,16.77042083699801,58.3,2,9,22,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313604131/,"Литовский бул., 9/7",55.612619,37.541144,район Ясенево
9500000,16.06680235657077,33.0,1,3,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/298771011/,"Новоясеневский просп., 14К2",55.606095,37.520734,район Ясенево
13200000,16.3957273875566,37.7,1,4,22,метро Ясенево,5 минут пешком,1,5,https://www.cian.ru/sale/flat/316236706/,"Ясногорская ул., 17К1",55.602118,37.533248,район Ясенево
21500000,16.883563493097892,75.1,3,13,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316813301/,"Голубинская ул., 24К1",55.596015,37.537389,район Ясенево
14490000,16.488969314296867,54.5,2,13,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316124426/,"Голубинская ул., 24К1",55.596015,37.537389,район Ясенево
22890000,16.946210691928748,75.2,3,7,16,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/315316012/,"Новоясеневский просп., 22К1",55.60667,37.527184,район Ясенево
16800000,16.636889444373487,54.2,2,13,16,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/310867175/,"Новоясеневский просп., 22К1",55.60667,37.527184,район Ясенево
9400000,16.056220247240233,32.6,1,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315714930/,"ул. Рокотова, 7К2",55.609523,37.549759,район Ясенево
11500000,16.25785759333348,44.0,2,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/311638014/,"ул. Рокотова, 7К2",55.609523,37.549759,район Ясенево
9500000,16.06680235657077,32.6,1,1,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315856920/,"ул. Рокотова, 7К2",55.609523,37.549759,район Ясенево
14500000,16.489659207390805,58.8,3,6,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313307465/,"ул. Рокотова, 8К5",55.612868,37.546767,район Ясенево
9200000,16.034714042019267,29.8,1,1,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312772892/,"ул. Рокотова, 8К5",55.612868,37.546767,район Ясенево
9700000,16.08763644347361,29.1,1,4,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312992243/,"ул. Рокотова, 8К5",55.612868,37.546767,район Ясенево
13500000,16.41820024340866,53.6,2,17,17,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315929506/,"Вильнюсская ул., 15",55.597673,37.519027,район Ясенево
21950000,16.904277697485455,76.0,3,12,17,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/310793290/,"Вильнюсская ул., 15",55.597673,37.519027,район Ясенево
10900000,16.204273347199372,44.8,2,1,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316124805/,"Тарусская ул., 4",55.611643,37.533688,район Ясенево
14500000,16.489659207390805,51.4,2,17,17,метро Ясенево,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/308771840/,"Профсоюзная ул., 146К1",55.623631,37.507017,район Теплый Стан
12300000,16.325109820342647,38.7,1,12,17,метро Тёплый Стан,5 минут пешком,1,5,https://www.cian.ru/sale/flat/315762670/,"Профсоюзная ул., 146К1",55.623631,37.507017,район Теплый Стан
17000000,16.64872390202049,66.3,3,2,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/295691086/,"Новоясеневский просп., 13К1",55.60578,37.538341,район Ясенево
13300000,16.40327459319198,43.9,2,1,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/315906220/,"Новоясеневский просп., 13К1",55.60578,37.538341,район Ясенево
16995000,16.648429741112352,66.3,3,2,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/316291939/,"Новоясеневский просп., 13К1",55.60578,37.538341,район Ясенево
13000000,16.38045991542581,39.2,1,7,22,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314434056/,"Тарусская ул., 22К1",55.600709,37.527786,район Ясенево
14799000,16.510070168883985,58.6,3,3,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/315811994/,"Ясногорская ул., 3",55.609975,37.54109,район Ясенево
11500000,16.25785759333348,32.4,1,8,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316154788/,"Ясногорская ул., 3",55.609975,37.54109,район Ясенево
13800000,16.440179150127435,44.6,2,5,9,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/314803836/,"Новоясеневский просп., 5К1",55.607845,37.53084,район Ясенево
8900000,16.00156183470237,33.0,1,5,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316282347/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
12500000,16.34123920227253,50.2,3,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/305963443/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
9200000,16.034714042019267,32.5,1,4,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/308881010/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
11000000,16.213405830762646,44.2,2,3,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315724570/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
9500000,16.06680235657077,33.0,1,6,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/303258497/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
10000000,16.11809565095832,36.5,1,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315114564/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
12000000,16.300417207752275,44.7,2,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315251619/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
12300000,16.325109820342647,44.7,2,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/313439943/,"ул. Инессы Арманд, 4К2",55.592479,37.544009,район Ясенево
12000000,16.300417207752275,36.0,1,2,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315714933/,"Литовский бул., 18",55.612731,37.535044,район Ясенево
17000000,16.64872390202049,73.8,3,1,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/307440265/,"Литовский бул., 18",55.612731,37.535044,район Ясенево
13500000,16.41820024340866,49.9,3,2,9,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316416632/,"Голубинская ул., 19",55.600791,37.522854,район Ясенево
9500000,16.06680235657077,33.0,1,9,9,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/314887913/,"Голубинская ул., 19",55.600791,37.522854,район Ясенево
9500000,16.06680235657077,32.7,1,5,9,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315505905/,"Голубинская ул., 19",55.600791,37.522854,район Ясенево
20200000,16.821193162371433,76.6,3,2,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315461068/,"ул. Рокотова, 1/12",55.611089,37.554798,район Ясенево
13900000,16.44739939810092,59.1,3,9,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315050835/,"Соловьиный проезд, 8",55.614358,37.549785,район Ясенево
14290000,16.47507054990605,44.1,2,5,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316063648/,"Соловьиный проезд, 8",55.614358,37.549785,район Ясенево
19450000,16.783357628028728,75.0,3,10,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/305248093/,"Голубинская ул., 32/2",55.594387,37.544944,район Ясенево
17500000,16.67771143889374,78.0,3,1,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/309435492/,"Голубинская ул., 32/2",55.594387,37.544944,район Ясенево
18500000,16.733281290048552,70.0,3,4,9,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/286564766/,"ул. Рокотова, 3К2",55.610112,37.553612,район Ясенево
23500000,16.972510979114386,75.7,3,10,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/310836885/,"Вильнюсская ул., 7К2",55.602647,37.523824,район Ясенево
15500000,16.556350581889475,54.3,2,11,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316013121/,"Вильнюсская ул., 7К2",55.602647,37.523824,район Ясенево
12400000,16.333207030575267,54.0,2,16,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314967753/,"проезд Одоевского, 7К6",55.599784,37.510385,район Ясенево
20300000,16.826131444012017,65.0,3,10,16,метро Ясенево,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/310773246/,"Профсоюзная ул., 142К3",55.62639,37.506397,район Теплый Стан
11200000,16.231424336265324,34.0,1,1,16,метро Тёплый Стан,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314952329/,"Профсоюзная ул., 142К3",55.62639,37.506397,район Теплый Стан
11500000,16.25785759333348,34.0,1,1,16,метро Тёплый Стан,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314979739/,"Профсоюзная ул., 142К3",55.62639,37.506397,район Теплый Стан
17800000,16.694709015262312,58.9,3,4,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314058830/,"Новоясеневский просп., 40К3",55.600435,37.545905,район Ясенево
13990000,16.453853346641665,58.8,3,6,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313668145/,"Голубинская ул., 7К5",55.604147,37.515694,район Ясенево
10000000,16.11809565095832,32.0,1,6,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310513291/,"Голубинская ул., 7К5",55.604147,37.515694,район Ясенево
16350000,16.609738455307536,67.9,3,7,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/304004832/,"Голубинская ул., 7К5",55.604147,37.515694,район Ясенево
16300000,16.60667566577699,59.2,3,3,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/309331130/,"Голубинская ул., 7К5",55.604147,37.515694,район Ясенево
13999000,16.454496456456962,53.6,2,15,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315825268/,"проезд Карамзина, 13К1",55.590679,37.541494,район Ясенево
20500000,16.835935444108635,57.9,2,3,22,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/314691975/,"Тарусская ул., 14К1",55.605236,37.530795,район Ясенево
19900000,16.80623028969472,58.3,2,2,22,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/316210976/,"Тарусская ул., 14К1",55.605236,37.530795,район Ясенево
17000000,16.64872390202049,73.1,3,7,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315777135/,"ул. Айвазовского, 5К1",55.61657,37.541997,район Ясенево
18500000,16.733281290048552,76.0,3,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316197807/,"ул. Айвазовского, 5К1",55.61657,37.541997,район Ясенево
16500000,16.61887093887081,68.2,3,9,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/311998331/,"ул. Инессы Арманд, 4К1",55.591783,37.545087,район Ясенево
10300000,16.147654453199863,44.4,2,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/307907695/,"ул. Инессы Арманд, 4К1",55.591783,37.545087,район Ясенево
14500000,16.489659207390805,53.4,2,13,17,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/309362902/,"Вильнюсская ул., 17",55.59693,37.518623,район Ясенево
16300000,16.60667566577699,58.6,3,3,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315639578/,"Литовский бул., 46К2",55.606766,37.540739,район Ясенево
15000000,16.523560759066484,60.8,3,9,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315807891/,"Литовский бул., 46К2",55.606766,37.540739,район Ясенево
16000000,16.588099280204055,60.8,3,9,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/314798368/,"Литовский бул., 46К2",55.606766,37.540739,район Ясенево
11000000,16.213405830762646,43.2,2,1,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315315835/,"Голубинская ул., 9",55.60312,37.512865,район Ясенево
9200000,16.034714042019267,32.6,1,4,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315000017/,"Голубинская ул., 9",55.60312,37.512865,район Ясенево
9500000,16.06680235657077,32.1,1,7,8,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312583843/,"Новоясеневский просп., 12К3",55.607473,37.516952,район Ясенево
10100000,16.12804598181149,33.0,1,5,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313201714/,"Новоясеневский просп., 12К3",55.607473,37.516952,район Ясенево
24000000,16.99356438831222,76.0,3,16,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314430619/,"проезд Карамзина, 9К1",55.591218,37.538889,район Ясенево
23999000,16.993522720777474,76.0,3,16,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316477250/,"проезд Карамзина, 9К1",55.591218,37.538889,район Ясенево
17500000,16.67771143889374,59.0,3,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314429574/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
9950000,16.113083109134777,32.0,1,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315037586/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
9950000,16.113083109134777,32.0,1,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314646716/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
15000000,16.523560759066484,59.6,3,1,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/310236206/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
9950000,16.113083109134777,32.0,1,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314623284/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
18000000,16.70588231586044,58.5,3,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/307911267/,"Литовский бул., 15К5",55.607117,37.549848,район Ясенево
8800000,15.990262279448435,32.6,1,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316637881/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
8800000,15.990262279448435,32.6,1,3,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316073026/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
16250000,16.603603466740022,60.0,3,4,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/302833749/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
13000000,16.38045991542581,44.0,2,9,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315721921/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
8800000,15.990262279448435,32.6,1,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315044864/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
8800000,15.990262279448435,32.6,1,3,9,метро Новоясеневская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314777102/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
8799000,15.990148636627698,32.6,1,3,9,метро Новоясеневская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314796926/,"проезд Карамзина, 1К3",55.593731,37.538269,район Ясенево
15900000,16.58182966719046,58.5,3,2,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313445907/,"Голубинская ул., 15/10",55.600923,37.518479,район Ясенево
16000000,16.588099280204055,59.2,3,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/310431646/,"Голубинская ул., 15/10",55.600923,37.518479,район Ясенево
16990000,16.648135493648116,65.7,3,6,9,метро Ясенево,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/311626186/,"ул. Генерала Тюленева, 39",55.614846,37.495159,район Теплый Стан
10200000,16.1378982782545,33.0,1,5,9,метро Тютчевская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/312378762/,"ул. Генерала Тюленева, 39",55.614846,37.495159,район Теплый Стан
11650000,16.270816737975984,45.0,2,1,9,метро Тютчевская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/316613253/,"ул. Генерала Тюленева, 39",55.614846,37.495159,район Теплый Стан
14800000,16.510137738734343,59.1,3,4,9,метро Тютчевская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/315721488/,"ул. Генерала Тюленева, 39",55.614846,37.495159,район Теплый Стан
12000000,16.300417207752275,35.0,1,6,17,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316402113/,"ул. Инессы Арманд, 7",55.591549,37.547908,район Ясенево
13300000,16.40327459319198,46.2,2,1,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/312151568/,"Новоясеневский просп., 22К3",55.6049,37.528055,район Ясенево
13600000,16.42558035070628,46.8,1,2,9,метро Ясенево,8 минут пешком,1,8,https://www.cian.ru/sale/flat/315818312/,"Литовский бул., 46К1",55.606624,37.543596,район Ясенево
21300000,16.874217630679652,82.0,3,6,24,метро Ясенево,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/310425762/,"проезд Одоевского, 11К7",55.598095,37.512425,район Ясенево
16500000,16.61887093887081,54.0,2,16,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315947412/,"ул. Рокотова, 2/10",55.612243,37.554726,район Ясенево
16500000,16.61887093887081,60.0,2,14,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315804222/,"ул. Инессы Арманд, 11",55.590139,37.547495,район Ясенево
13000000,16.38045991542581,45.0,2,3,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314553496/,"Голубинская ул., 25К1",55.597495,37.534263,район Ясенево
15100000,16.530205301785152,51.0,3,3,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315581893/,"Вильнюсская ул., 3К1",55.605439,37.523824,район Ясенево
14150000,16.46522518205352,53.6,2,15,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/312225696/,"проезд Одоевского, 3К6",55.600888,37.508571,район Ясенево
15500000,16.556350581889475,49.6,3,8,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/313145729/,"ул. Айвазовского, 6К1",55.617103,37.539751,район Ясенево
15499000,16.556286063679188,49.6,3,8,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316438444/,"ул. Айвазовского, 6К1",55.617103,37.539751,район Ясенево
